title,platform,release_year,genre,publisher,sales_na,sales_eu,sales_jp,sales_others,sales_global,score,count_critic,developer,content_rating
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68,34,Nintendo,T
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.1,3.63,0.38,1.25,9.36,71,10,Infinity Ward,M
Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,94,67,Infinity Ward,M
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,64,55,Ryu ga Gotoku Studios,M
Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.99,4.37,0.48,1.79,12.63,88,58,Treyarch,M
Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,88,39,"Infinity Ward, Sledgehammer Games",M
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57,51,Square Enix,T
Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,83,21,Treyarch,M
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74,34,Capcom,M
Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81,88,Nintendo,E10+
Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01,79,5,"Tecmo, Graphic Research",E
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03,33,4,Dreamcatcher,E
Freedom Wings,DS,2006,Simulation,Natsume,0.02,0,0,0,0.02,46,7,Beluga Computer,E10+
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.02,0,0,0,0.02,65,16,Ubisoft Romania,T
Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,31,7,"Gameinvest, Seed Studios, Lda",E
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,66,16,Backbone Entertainment,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0,0,0,0.06,41,4,DiP Interactive,E10+
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,Doublesix,T
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0,0.01,0.08,48,6,Gameloft,T
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0,0,0.01,0.11,79,29,Vanguard,T
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0,0,0.01,0.19,49,11,Full Fat,E
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,0.26,87,4,Indies Zero,E
WWII Aces,Wii,2008,Simulation,Destineer,0.25,0,0,0.02,0.27,41,7,Arcade Moon,T
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3,65,6,Konami,E
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0,0,0.04,0.5,65,10,Konami,E10+
We Cheer,Wii,2008,Simulation,505 Games,0.47,0,0,0.04,0.52,56,12,"Machatin, Inc.",E10+
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68,79,20,Maxis,T
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,Maxis,T
Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01,72,13,Kuju Entertainment,E
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.01,62,9,VSTEP,E
IL-2 Sturmovik,PC,2001,Simulation,Blue Byte,0,0.01,0,0,0.01,91,12,"1C, 1C Company",T
Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01,53,15,Coffee Stain Studios,T
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02,69,16,Microsoft Game Studios,E
LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.01,61,17,Spike,T
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0,0,0.03,66,16,Genki,T
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03,62,13,Micro Cabin,T
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02,70,19,Capcom,T
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,48,4,Trickstar Games,T
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,68,27,Maxis,T
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,41,21,Starsphere Interactive,E
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05,70,8,Raylight Studios,T
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07,69,21,Blue Tongue Entertainment,T
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06,62,29,Silver Wish Games,T
The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,EA Redwood Shores,T
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,Neko Entertainment,E
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02,43,7,Nvizzio Creations,E
MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03,70,12,EA Redwood Shores,E
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02,70,17,Monte Cristo Multimedia,E
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0.02,0,0,0.02,78,20,"Climax Group, Climax Studios",E
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02,63,27,Tilted Mill,E10+
SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01,0.03,64,75,Maxis,E10+
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03,65,5,Games Farm,T
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0,0.02,76,18,IR Gurus,T
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0,0.03,73,16,Egosoft,T
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0,0.02,90,7,Lead Pursuit,T
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,0.02,0,0,0.02,86,12,"1C, 1C Company",T
Take On Helicopters,PC,2011,Simulation,Unknown,0,0.02,0,0.01,0.03,70,10,Bohemia Interactive,T
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,92,6,Maxis,T
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,76,23,Maxis,T
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,Konami,E
Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0,0.01,0.05,85,39,Digital Anvil,T
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,71,4,Haemimont,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06,65,5,Konami,E
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0,0.01,0.09,45,5,Trickstar Games,T
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0,0,0.08,69,19,Ubisoft Romania,T
Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0,0,0.09,61,43,Cyberlore Studios,M
Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.02,0,0.01,0.14,62,39,Transmission Games,T
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,72,24,Ubisoft Romania,T
Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.12,0.02,0,0.02,0.16,62,34,"Atari, Transmission Games, Atari SA",T
SimCity Creator,DS,2008,Simulation,Electronic Arts,0.29,0.02,0,0.03,0.34,69,16,Electronic Arts,E
Spore Hero,Wii,2009,Simulation,Electronic Arts,0.35,0.02,0,0.03,0.4,61,23,Maxis,E10+
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.02,0,0.03,0.42,66,58,Ubisoft,T
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0.02,0,0.04,0.47,65,15,Maxis,T
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0,0.03,0,0.01,0.03,76,20,Eagle Dynamics,E
Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,0.03,59,9,"Viva Media, Viva Media, LLC",T
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0,0.03,64,7,Gaijin Entertainment,T
DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,0.03,71,33,Ascaron Entertainment GmbH,T
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,84,62,Lionhead Studios,T
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,Maxis,T
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,67,30,Konami,E10+
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,57,25,From Software,T
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07,64,18,Sega AM2,E
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0,0.01,0.1,65,12,Hudson Soft,E10+
Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11,82,11,Keen Games,E
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0,0.01,0.11,41,7,Trickstar Games,T
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0,0,0.11,62,9,Full-Fat,E
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13,76,33,IR Gurus Interactive Ltd.,T
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,Ubisoft Romania,T
Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0.03,0,0,0.15,59,10,Titus Software,E
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0,0.01,0.16,70,26,Gaijin Entertainment,T
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.23,0.03,0,0.02,0.29,69,14,Marvelous Entertainment,E
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,73,25,Konami,E10+
Pony Friends,DS,2007,Simulation,Eidos Interactive,0,0.04,0,0.01,0.04,67,8,Tantalus Interactive,E
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05,84,16,Kuju Entertainment,E
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,49,5,VSTEP,E
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,Colossal Order,E
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,86,9,1C: Maddox Games,T
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,1C: Maddox Games,T
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,Maxis,T
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,78,20,Maxis,T
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,61,9,ValuSoft,T
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0,0.01,0.1,42,19,Starsphere Interactive,E
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11,66,22,KCE Studios,T
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,78,17,SCEE,T
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11,67,17,Micro Cabin,T
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0,0.02,0.2,51,10,Behaviour Interactive,E
The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0,0.06,0.71,66,8,Full Fat,E
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.83,57,11,Ubisoft,T
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14,76,27,Konami Computer Entertainment Hawaii,E10+
City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,63,20,Syscom,E
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0,0.01,0.13,78,14,Sunflowers Interactive,E
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,82,8,TOSE,E
The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25,75,31,Maxis,T
Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0,0.01,0.25,77,31,Totally Games,T
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27,66,15,Maxis,T
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,0.52,78,29,Maxis,T
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0,1.27,76,31,Maxis,T
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0,0.06,0,0.01,0.07,88,22,Microsoft Game Studios,E
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0,0.03,0.2,66,17,Gaijin Entertainment,T
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.01,0.09,75,10,Electronic Arts,T
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,40,11,Artech Studios,T
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0,0.02,0.2,63,33,Gaming Minds Studios,T
The Sims 2,GC,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33,73,22,Maxis,T
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44,78,22,Secret Level,T
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0,0.05,0.61,56,6,Cooking Mama Limited,E
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0,0.01,0.1,77,10,Maxis,T
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2,59,33,Cyberlore Studios,M
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,81,66,Day 1 Studios,T
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0,0.01,0.38,75,16,Konami,E10+
Fantastic Pets,X360,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41,66,11,Blitz Games Studios,E
Football Manager 2017,PC,2016,Simulation,Sega,0,0.09,0,0.01,0.09,81,41,Sports Interactive,E
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0,0.01,0.12,75,51,Haemimont,T
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,78,16,Konami Computer Entertainment Hawaii,E
Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27,75,13,Blue Tongue Entertainment,T
The Sims 2,GBA,2005,Simulation,Electronic Arts,0.28,0.1,0,0.01,0.39,58,11,Maxis,E10+
MechAssault,XB,2002,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13,87,32,Day 1 Studios,T
Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,76,31,IR Gurus,T
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01,0.34,70,28,Maxis,T
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02,0.54,82,24,Konami Computer Entertainment Hawaii,E
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32,79,18,CAProduction,E
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01,0.14,85,60,Colossal Order,E
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,73,12,The Sims Studio,T
SimAnimals,Wii,2009,Simulation,Electronic Arts,0.14,0.13,0,0.03,0.31,58,13,Electronic Arts,E
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,65,15,Core Design Ltd.,T
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.04,0.38,33,12,Giants Software,E
The Sims,GC,2003,Simulation,Electronic Arts,0.35,0.13,0,0.01,0.49,85,16,Edge of Reality,T
The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,73,19,Maxis,T
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,0.44,66,5,Konami,E10+
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0,0.02,0.22,72,16,Maxis,T
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,91,12,Psygnosis,E
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8,75,36,Factor 5,T
The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0,0.38,0.57,81,31,The Sims Studio,T
Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0,0.06,0.48,81,26,Totally Games,T
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87,88,49,FASA Studio,T
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.2,0,0.05,0.52,70,10,Electronic Arts,E
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0,0.03,0.66,81,30,Maxis,T
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.25,62,26,Ubisoft Romania,T
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.66,67,26,Ubisoft,T
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0,0.03,0.62,72,6,Griptonite Games,E
The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0,0.06,0.67,73,9,Exient Entertainment,E
Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.42,0.22,0,0.06,0.7,43,18,Kalypso,T
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0,0.05,0.51,80,43,Gaijin Entertainment,T
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.26,0.23,0,0.06,0.55,82,34,Rare Ltd.,E
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0,0,0.63,70,22,The Sims Studio,T
The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,Maxis,T
1701 A.D.,PC,2006,Simulation,Deep Silver,0,0.25,0,0.04,0.3,79,30,Related Designs,E10+
IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,505 Games,0.34,0.25,0,0.1,0.68,81,28,Gaijin Entertainment,T
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.17,0.46,74,25,EA Redwood Shores,T
The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.31,0.3,0,0.07,0.69,50,12,Full Fat,E
Spore Creatures,DS,2008,Simulation,Electronic Arts,0.66,0.3,0,0.1,1.06,65,20,Griptonite Games,E
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0,0.06,0.41,69,17,Maximum Games,E
Dawn of Discovery,PC,2009,Simulation,Ubisoft,0,0.32,0,0.06,0.38,82,32,"Blue Byte, Related Designs",T
The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.28,0.32,0,0.09,0.69,77,56,The Sims Studio,T
Football Manager 2016,PC,2015,Simulation,Sega,0,0.33,0,0.02,0.35,81,34,Sega,E
Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0,0.02,0.55,67,4,Brain Toys,E
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,Titus Software,E
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,80,28,Microsoft Game Studios,E
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0,0.22,0.79,57,9,Maxis,T
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06,84,50,Incognito Inc.,T
The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79,64,5,Maxis,E10+
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.46,0,0.13,1.62,74,50,Frontier Developments,E
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19,2.07,73,16,Konami,E10+
The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.55,0,0.33,1.37,65,17,Maxis,T
Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,0.03,0.58,0,0.04,0.65,64,5,Giants Software,E
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81,82,27,Konami,E
The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2,73,19,Maxis,T
SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0,0.17,1.42,64,75,Maxis,E10+
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.81,0,0.15,0.96,65,12,Giants Software,E
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13,77,26,KCET,E
The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28,76,42,The Sims Studio,T
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16,74,17,Maxis,T
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,1.7,74,17,The Sims Studio,T
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0,0.22,2.07,49,5,Full Fat,E
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,Maxis,T
The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,83,33,Edge of Reality,T
Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0,1.14,0,0.01,1.15,83,29,Sports Interactive,E
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43,81,26,Maxis,T
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,Maxis,T
The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,70,74,Maxis,T
The Sims 3,PC,2009,Simulation,Electronic Arts,0.99,6.42,0,0.6,8.01,86,75,The Sims Studio,T
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05,47,32,CAProduction,E
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05,74,23,Genki,T
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74,42,Access Games,T
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75,21,High Voltage Software,M
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82,64,Rare Ltd.,E
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.27,0.01,0.08,0.87,62,17,Cooking Mama Limited,E
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69,8,Konami,E10+
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,6,Konami,E10+
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0,0.1,83,20,Capcom,T
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27,Gaijin Entertainment,T
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73,76,10,Natsume,E
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.02,0.14,40,17,Giants Software,E
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,LucasArts,T
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,The Sims Studio,T
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84,65,Rare Ltd.,E
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31,From Software,T
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80,49,Atlus,T
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,67,22,ArtePiazza,E
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52,29,EA Games,T
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,Factor 5,T
SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.36,0.02,0.04,0.04,0.46,67,17,Electronic Arts,E
