Id_Cliente,Edad,Nivel_Educacional,Años_Trabajando,Ingresos,Deuda_Comercial,Deuda_Credito,Otras_Deudas,Ratio_Ingresos_Deudas,Default
7223,28,Bas,7,43,23.4,0.27,9.79,0.78,0
7224,32,SupInc,7,34,10.7,0.52,3.12,0.42,1
7225,27,Med,6,20,13.2,1.44,1.2,0.79,1
7226,19,Med,0,55,7.9,0.61,3.73,0.22,1
7227,29,Med,6,35,3.3,0.2,0.96,0.13,0
7228,38,SupInc,3,34,3.9,0.86,0.46,0.15,1
7229,34,Med,6,27,6.4,0.27,1.46,0.3,1
7230,25,SupCom,0,52,4.9,0.67,1.88,0.14,0
7231,39,SupCom,12,98,1.6,0.16,1.41,0.03,1
7232,61,Med,22,108,22.2,6.04,17.93,0.43,1
7233,56,Bas,30,144,8.1,6.4,5.26,0.14,1
7234,27,Bas,9,28,5.7,0.11,1.49,0.26,1
7235,23,Bas,5,48,18,1.05,7.59,0.56,0
7236,53,SupCom,3,50,15.7,4.25,3.6,0.47,1
7237,45,SupCom,1,60,9.9,1.14,4.8,0.26,0
7238,36,Posg,3,45,3.3,0.47,1.02,0.11,1
7239,24,Med,1,19,16.3,0.19,2.91,1.02,0
7240,25,SupInc,0,35,9.7,0.13,3.26,0.37,0
7241,52,SupInc,28,368,21.3,24.06,54.32,0.27,0
7242,45,Med,10,45,2.9,0.19,1.12,0.09,1
7243,46,Med,23,99,3.2,1.81,1.36,0.06,1
7244,25,SupInc,1,16,4.5,0.39,0.33,0.33,1
7245,42,Posg,12,34,6.1,0.56,1.52,0.24,1
7246,37,SupInc,12,121,13.6,4.69,11.77,0.25,1
7247,41,Med,21,189,6.3,6.22,5.69,0.1,1
7248,57,Med,4,61,2.3,0.11,1.29,0.06,1
7249,25,Med,1,16,2.1,0.15,0.19,0.15,1
7250,43,SupInc,5,27,21.2,2.83,2.9,1,0
7251,35,Med,15,66,3.3,1.05,1.12,0.08,1
7252,23,Med,1,30,18.2,1.37,4.09,0.79,0
7253,31,Med,11,47,26.9,3.51,9.13,0.84,1
7254,27,Med,3,28,4.2,0.54,0.64,0.19,1
7255,21,Med,1,40,7.6,1.52,1.52,0.27,0
7256,18,Med,0,18,13.1,0.92,1.44,0.86,0
7257,40,SupInc,15,129,11.9,4.82,10.53,0.21,1
7258,36,Posg,9,108,6.5,3.62,3.4,0.13,1
7259,27,Med,4,32,6.7,0.56,1.59,0.28,0
7260,45,Med,24,86,9.7,1.74,6.6,0.21,1
7261,34,Bas,12,59,9.2,2,3.43,0.25,1
7262,23,Bas,1,19,7.2,0.71,0.66,0.45,1
7263,30,SupInc,0,70,6.9,0.37,4.46,0.17,0
7264,34,SupInc,11,52,12.9,4.17,2.54,0.38,1
7265,24,Bas,0,28,1.5,0.2,0.22,0.07,1
7266,18,Med,0,15,7.4,0.83,0.28,0.57,0
7267,30,Bas,12,35,5.7,1.34,0.66,0.22,1
7268,39,SupCom,8,259,7.2,1.55,17.1,0.1,1
7269,22,SupCom,0,26,6,0.02,1.54,0.29,1
7270,46,Bas,20,48,2.7,0.94,0.36,0.08,1
7271,46,SupInc,2,27,12.1,0.55,2.72,0.57,1
7272,32,SupInc,5,52,5.9,1.35,1.72,0.17,1
7273,49,SupInc,9,64,6.1,0.33,3.57,0.16,1
7274,23,SupInc,1,28,0.6,0.06,0.11,0.03,1
7275,19,Med,0,20,5.6,0.16,0.96,0.34,0
7276,56,Bas,3,38,18.7,3.72,3.39,0.68,0
7277,31,Med,11,51,12.4,4.14,2.19,0.37,0
7278,30,Med,8,68,2.4,0.27,1.36,0.06,1
7279,30,Bas,12,35,5.7,1.34,0.66,0.22,1
7280,19,Med,0,21,5.6,0.14,1.04,0.32,1
7281,42,Bas,8,65,14.6,2.7,6.79,0.37,1
7282,27,Posg,0,25,22.9,1.09,4.64,1.15,0
7283,42,Med,7,47,7.8,1.02,2.65,0.24,1
7284,32,Med,12,75,7.1,1.55,3.78,0.17,1
7285,39,Posg,3,42,15.2,3.08,3.31,0.51,1
7286,32,Med,0,35,18.1,1.14,5.19,0.7,0
7287,25,Med,6,18,16.3,1.86,1.07,1.07,0
7288,19,Med,0,21,12,0.35,2.17,0.69,1
7289,42,Bas,15,60,6.1,2.01,1.65,0.16,1
7290,31,SupCom,3,22,4.6,0.23,0.79,0.26,1
7291,59,Bas,34,154,8.5,8.33,4.76,0.14,1
7292,24,Bas,2,29,23.6,0.47,6.38,1.05,1
7293,40,SupInc,15,78,15.5,3.52,8.57,0.35,1
7294,42,SupCom,6,49,14.7,2.85,4.36,0.45,1
7295,64,Med,24,83,8.4,0.17,6.8,0.19,1
7296,20,SupInc,0,33,9.4,0.55,2.55,0.38,0
7297,45,Posg,18,88,9.6,4.04,4.41,0.21,1
7298,34,SupInc,11,68,11.9,3.37,4.73,0.29,1
7299,28,Med,8,22,5.4,0.17,1.02,0.3,1
7300,46,SupCom,22,160,15.5,9.92,14.88,0.25,0
7301,26,Med,4,31,5.5,0.25,1.45,0.23,1
7302,55,Posg,25,73,19.1,5.8,8.14,0.45,1
7303,46,SupCom,22,160,15.5,9.92,14.88,0.25,0
7304,70,Bas,6,22,19.9,0.5,3.88,1.1,1
7305,21,SupInc,0,41,23.4,1.97,7.63,0.8,0
7306,30,SupCom,4,28,6.8,1.15,0.75,0.31,1
7307,22,Med,3,45,11.1,1.85,3.15,0.36,1
7308,22,SupCom,0,46,8.6,1.76,2.19,0.27,0
7309,54,Med,2,32,6.7,0.17,1.97,0.28,1
7310,43,SupInc,16,102,2.5,0.58,1.97,0.05,1
7311,59,Bas,34,154,8.5,8.33,4.76,0.14,1
7312,24,Bas,7,29,13.6,0.64,3.3,0.6,1
7313,23,SupCom,0,28,19.2,1.72,3.66,0.88,0
7314,56,Posg,16,232,2.8,2.1,4.39,0.04,1
7315,20,SupInc,0,28,8.6,0.2,2.21,0.39,1
7316,28,SupInc,1,16,5.2,0.5,0.33,0.38,1
7317,39,Bas,2,29,3.7,0.48,0.6,0.16,1
7318,37,Med,10,43,3.6,0.81,0.74,0.12,1
7319,18,Med,0,19,5.2,0.32,0.67,0.33,0
7320,25,SupInc,4,41,18.4,2.01,5.54,0.63,1
7321,51,SupInc,14,161,1.4,0.57,1.69,0.02,1
7322,56,Posg,16,232,2.8,2.1,4.39,0.04,1
7323,22,SupCom,0,32,3.8,0.71,0.5,0.16,1
7324,24,SupInc,1,23,14.8,0.8,2.61,0.79,0
7325,23,Med,2,17,21.3,0.3,3.32,1.47,0
7326,55,Med,4,59,22,6.83,6.15,0.59,0
7327,35,SupCom,6,81,6.8,2.84,2.67,0.15,1
7328,21,Med,1,20,20.3,0.41,3.65,1.22,1
7329,21,SupInc,0,22,8.5,0.08,1.79,0.47,1
7330,27,Med,2,55,11.7,0.54,5.89,0.33,0
7331,54,Bas,13,105,13.6,1.63,12.65,0.27,1
7332,45,SupCom,6,59,10.6,3.8,2.45,0.29,1
7333,37,Med,3,38,12.3,1.37,3.3,0.45,1
7334,42,Med,1,50,9.6,2.6,2.2,0.29,1
7335,40,Bas,2,31,2.4,0.22,0.52,0.1,0
7336,30,Posg,2,99,1.5,0.8,0.69,0.03,1
7337,22,SupCom,0,31,22.8,1.31,5.75,0.96,0
7338,45,Med,10,45,2.9,0.19,1.12,0.09,1
7339,18,Med,0,22,1.5,0.13,0.2,0.08,1
7340,21,SupInc,0,15,6.1,0.07,0.84,0.47,0
7341,25,SupInc,3,43,15.6,3.68,3.03,0.52,0
7342,33,Posg,6,121,15.1,3.31,14.96,0.28,0
7343,19,Med,0,18,6.3,0.26,0.87,0.41,1
7344,61,SupInc,20,38,3.2,0.35,0.87,0.12,1
7345,28,SupCom,3,35,5.2,0.78,1.04,0.2,1
7346,34,SupCom,6,65,14.4,4.98,4.38,0.37,0
7347,30,SupInc,8,28,15.8,1.53,2.9,0.72,1
7348,18,Med,0,35,12.4,1.13,3.21,0.48,1
7349,28,SupInc,4,58,12.6,2.48,4.83,0.34,0
7350,34,Med,9,62,8,0.4,4.56,0.21,1
7351,42,Med,17,66,8.7,1.73,4.01,0.22,1
7352,28,Med,3,22,11.5,0.87,1.66,0.64,1
7353,19,Med,0,36,6.7,0.89,1.52,0.25,1
7354,18,Med,0,12,3.3,0.11,0.29,0.31,0
7355,39,SupCom,9,78,4.1,0.35,2.85,0.09,1
7356,42,SupInc,18,63,11.3,2.54,4.58,0.29,1
7357,26,SupCom,0,26,3.3,0.41,0.45,0.16,1
7358,22,SupInc,0,31,10.1,0.7,2.44,0.43,0
7359,29,SupInc,7,21,5.9,0.8,0.44,0.34,1
7360,28,SupCom,2,22,6.2,0.76,0.61,0.34,0
7361,22,SupCom,0,59,3.1,0.62,1.21,0.08,1
7362,19,Med,0,21,12.6,1.23,1.42,0.73,0
7363,25,Bas,5,29,2.7,0.16,0.62,0.12,1
7364,28,SupCom,2,62,34.8,3.86,17.71,0.91,0
7365,28,SupCom,2,62,34.8,3.86,17.71,0.91,0
7366,40,SupInc,10,38,6.1,0.92,1.4,0.22,1
7367,19,Med,0,23,18.4,0.98,3.25,0.98,0
7368,59,Bas,31,86,6.8,1.61,4.23,0.15,1
7369,18,Med,0,57,3.1,1.24,0.53,0.09,0
7370,38,Posg,7,124,19.1,9.52,14.16,0.35,1
7371,37,Bas,16,43,5.6,0.64,1.77,0.19,1
7372,49,Med,15,35,3,0.74,0.32,0.12,1
7373,28,Bas,8,45,6,0.72,1.98,0.19,1
7374,24,Bas,6,21,4.5,0.18,0.76,0.26,1
7375,24,SupCom,0,35,1.2,0.04,0.38,0.05,0
7376,27,Med,6,42,9.1,2.19,1.64,0.31,0
7377,26,Med,7,49,17.7,5.38,3.3,0.54,0
7378,44,SupCom,4,15,16.6,0.08,2.41,1.27,1
7379,22,SupCom,0,74,7.5,1.86,3.69,0.18,0
7380,24,SupCom,0,56,9.3,1.55,3.66,0.26,0
7381,34,SupCom,6,65,14.4,4.98,4.38,0.37,0
7382,32,Med,1,129,19.9,11.91,13.76,0.35,0
7383,29,SupCom,3,46,8.1,0.29,3.44,0.26,1
7384,34,SupInc,3,47,7,1.32,1.97,0.22,1
7385,18,Med,0,29,5.6,0.9,0.73,0.25,1
7386,62,SupCom,23,124,23,19.05,9.47,0.42,0
7387,68,Bas,51,274,7,8.59,10.59,0.1,1
7388,27,Posg,0,30,4.3,0.42,0.87,0.19,1
7389,19,Med,0,20,12.7,1.22,1.32,0.76,1
7390,38,Posg,7,124,19.1,9.52,14.16,0.35,1
7391,19,Med,1,24,12.3,1.11,1.84,0.64,0
7392,20,SupInc,0,31,18.3,1.95,3.72,0.77,0
7393,42,Med,16,49,9.7,0.56,4.2,0.3,1
7394,19,Med,0,28,2.8,0.24,0.54,0.13,0
7395,18,Med,0,19,14.9,0.14,2.7,0.93,0
7396,18,Med,0,34,2.8,0.29,0.66,0.11,1
7397,23,SupCom,0,28,19.2,1.72,3.66,0.88,0
7398,56,Bas,3,38,18.7,3.72,3.39,0.68,0
7399,22,Bas,4,24,4.4,0.53,0.52,0.23,1
7400,40,Bas,2,31,2.4,0.22,0.52,0.1,0
7401,46,Bas,11,61,10.4,3.44,2.9,0.27,1
7402,38,Med,16,71,6.6,1.54,3.15,0.16,1
7403,22,SupCom,0,23,6.2,0.35,1.08,0.33,0
7404,35,Bas,5,40,10.5,0.91,3.29,0.37,0
7405,26,Bas,10,43,5.2,0.89,1.35,0.17,1
7406,35,SupCom,0,84,3.4,1.18,1.67,0.07,1
7407,43,SupInc,21,125,11.5,6.33,8.05,0.21,1
7408,55,Med,4,59,22,6.83,6.15,0.59,0
7409,27,SupInc,0,63,1,0.32,0.32,0.03,1
7410,23,SupCom,0,29,9.4,0.84,1.89,0.42,0
7411,23,SupInc,0,34,9.2,1.25,1.87,0.36,0
7412,23,SupCom,0,24,26.9,0.4,6.06,1.39,0
7413,22,SupCom,0,36,10.7,1.67,2.18,0.4,0
7414,55,Med,13,63,17.5,2.56,8.47,0.45,1
7415,34,Med,6,41,7.5,1.09,1.98,0.26,0
7416,23,SupInc,1,30,13.6,2.04,2.04,0.59,0
7417,45,Bas,3,38,22.1,2.59,5.8,0.8,0
7418,43,Bas,6,54,2.3,0.72,0.52,0.07,1
7419,43,SupInc,13,82,9.9,1.78,6.34,0.22,1
7420,23,Med,1,26,12.8,0.55,2.78,0.62,1
7421,43,Bas,4,26,12.9,1.53,1.82,0.63,1
7422,38,SupCom,7,274,2.3,4.32,1.99,0.03,0
7423,56,SupCom,14,206,27.9,15.29,42.19,0.41,0
7424,22,SupInc,0,32,3.7,0.31,0.87,0.15,0
7425,41,Med,3,62,7,2.89,1.45,0.18,0
7426,19,Med,1,24,12.3,1.11,1.84,0.64,0
7427,32,SupCom,6,31,14.2,1.36,3.04,0.6,1
7428,42,Med,18,176,5.6,3.91,5.94,0.09,1
7429,26,Med,6,38,10.6,2.57,1.46,0.39,1
7430,21,Med,1,43,14.1,3.38,2.69,0.47,0
7431,55,Posg,21,91,6.6,2.01,3.99,0.14,1
7432,18,Med,0,47,3.6,1.21,0.48,0.11,1
7433,24,SupInc,1,23,14.8,0.8,2.61,0.79,0
7434,26,Med,7,49,17.7,5.38,3.3,0.54,0
7435,70,SupInc,48,165,14.8,0.56,23.86,0.24,1
7436,64,Bas,26,56,20.3,2.01,9.36,0.57,1
7437,71,Bas,18,57,11.5,2.58,3.97,0.32,1
7438,20,SupInc,0,16,3.5,0.23,0.33,0.25,0
7439,31,SupCom,0,41,3.8,1.11,0.44,0.13,1
7440,51,SupInc,10,144,4.9,0.92,6.14,0.08,1
7441,20,Med,0,38,7.5,0.36,2.49,0.27,1
7442,18,Med,0,29,5.6,0.9,0.73,0.25,1
7443,45,Med,1,43,2.8,0.38,0.82,0.09,1
7444,18,Med,0,23,11.5,0.66,1.98,0.61,0
7445,48,Med,5,43,6.9,2.26,0.7,0.23,0
7446,18,Med,0,35,12.3,0.87,3.44,0.47,1
7447,33,SupCom,1,40,13.3,0.87,4.45,0.47,1
7448,45,SupInc,19,286,5,4.53,9.77,0.07,1
7449,31,SupInc,2,45,13.1,1.64,4.25,0.42,0
7450,39,Med,13,112,21.2,4.63,19.11,0.4,0
7451,26,SupInc,3,66,4,0.19,2.45,0.1,1
7452,49,SupInc,3,28,6.9,0.85,1.09,0.32,1
7453,23,SupInc,0,32,7.9,1.22,1.3,0.33,1
7454,33,Med,6,41,2.1,0.02,0.84,0.07,1
7455,73,Med,53,410,4.1,3.11,13.7,0.05,1
7456,62,Bas,32,86,6.3,3.97,1.45,0.14,1
7457,65,Med,38,231,9.3,2.02,19.46,0.13,1
7458,26,SupCom,1,39,2,0.33,0.45,0.07,1
7459,25,Bas,1,19,2.6,0.13,0.36,0.16,1
7460,36,SupInc,10,101,13.1,7.24,5.99,0.26,0
7461,48,SupInc,15,133,4.1,1.95,3.5,0.07,1
7462,50,Bas,27,85,11.8,3.44,6.59,0.26,1
7463,24,Bas,8,28,6.6,0.26,1.59,0.3,1
7464,23,Med,2,25,10.6,0.5,2.15,0.53,0
7465,22,Bas,0,17,3.7,0.14,0.49,0.25,0
7466,28,SupCom,1,175,19.4,7.03,26.92,0.3,0
7467,40,SupCom,11,238,7.9,6.34,12.47,0.11,1
7468,38,Posg,4,66,10.7,2.4,4.66,0.27,0
7469,26,Bas,10,43,5.2,0.89,1.35,0.17,1
7470,61,Med,20,91,4.3,1.26,2.65,0.09,1
7471,20,SupInc,0,21,1.3,0.18,0.09,0.07,0
7472,61,Bas,26,78,5,0.2,3.7,0.11,1
7473,24,SupCom,0,29,9.6,1.04,1.75,0.43,0
7474,24,Bas,7,29,13.6,0.64,3.3,0.6,1
7475,43,Med,8,48,9.7,1.32,3.34,0.3,1
7476,19,Med,0,36,5.8,0.78,1.31,0.22,0
7477,31,Posg,5,61,2,0.37,0.85,0.05,1
7478,31,Posg,5,61,2,0.37,0.85,0.05,1
7479,33,SupInc,6,77,6.2,0.65,4.12,0.14,0
7480,56,SupInc,30,167,1.4,0.46,1.88,0.02,1
7481,47,Bas,22,108,8.9,1.37,8.24,0.17,1
7482,42,SupCom,12,15,14.4,0.66,1.5,1.1,1
7483,21,SupInc,0,36,14.1,1.6,3.48,0.53,0
7484,26,Posg,0,19,7.7,0.67,0.79,0.48,1
7485,42,SupInc,2,22,13.6,1.46,1.53,0.75,0
7486,51,Med,25,96,21.5,7.31,13.33,0.44,1
7487,24,SupCom,0,64,4.4,0.81,2.01,0.11,1
7488,54,SupInc,8,67,10.5,1.25,5.79,0.26,1
7489,31,Bas,5,27,4.2,0.56,0.57,0.2,1
7490,62,SupInc,12,108,7.3,1.38,6.5,0.14,1
7491,24,Med,5,60,11.2,0.23,6.49,0.3,1
7492,34,Bas,10,50,5.3,0.58,2.07,0.16,1
7493,34,SupCom,2,46,22.5,1.21,9.14,0.71,1
7494,18,Med,0,30,19.8,2.3,3.64,0.86,0
7495,54,SupInc,8,67,10.5,1.25,5.79,0.26,1
7496,38,SupCom,0,37,2,0.1,0.64,0.07,1
7497,35,SupCom,0,84,3.4,1.18,1.67,0.07,1
7498,21,SupInc,0,22,1.5,0.1,0.23,0.08,1
7499,42,Med,19,63,20.4,5.31,7.54,0.53,1
7500,20,SupInc,0,77,9.6,3.85,3.54,0.22,0
7501,67,Bas,40,88,6.3,1.42,4.12,0.13,1
7502,24,Med,2,34,2.4,0.27,0.54,0.09,1
7503,72,Med,48,233,28.8,18.25,48.85,0.41,1
7504,24,Med,3,24,10.7,1.98,0.59,0.55,1
7505,18,Med,0,22,38.8,3.64,4.9,2.15,1
7506,28,SupInc,3,75,4.3,0.48,2.75,0.1,1
7507,34,Med,10,59,18.6,3.56,7.42,0.5,0
7508,30,SupInc,4,62,14.8,1.53,7.64,0.39,0
7509,62,SupInc,12,108,7.3,1.38,6.5,0.14,1
7510,45,SupCom,0,81,4.1,1.51,1.81,0.09,1
7511,41,Bas,9,29,5.6,0.25,1.38,0.25,1
7512,24,SupInc,0,23,7.4,0.24,1.46,0.4,1
7513,37,Bas,5,21,14.5,0.71,2.33,0.84,1
7514,34,SupCom,8,30,5.7,1.08,0.63,0.25,1
7515,37,SupCom,0,50,1.3,0.21,0.44,0.04,1
7516,34,Med,13,50,16.6,6.76,1.54,0.5,1
7517,34,Bas,12,59,9.2,2,3.43,0.25,1
7518,37,Med,9,41,2.9,0.11,1.08,0.1,1
7519,32,Med,1,129,19.9,11.91,13.76,0.35,0
7520,38,SupCom,11,145,18.5,1.45,25.38,0.31,1
7521,44,SupInc,8,49,16.3,2.46,5.53,0.5,0
7522,35,SupCom,2,56,11.1,1.39,4.83,0.31,0
7523,26,SupInc,2,38,7.6,1.39,1.49,0.28,0
7524,26,Med,1,48,11.2,0.16,5.21,0.35,0
7525,35,Bas,5,62,8.5,1.99,3.28,0.22,0
7526,39,Med,5,39,4.2,0.72,0.92,0.15,1
7527,25,SupInc,1,27,12.7,0.03,3.39,0.6,0
7528,41,Posg,7,47,5.2,1.64,0.81,0.16,1
7529,40,SupInc,15,53,23.5,1.91,10.55,0.68,0
7530,26,SupInc,0,43,9.8,0.94,3.28,0.33,0
7531,28,SupInc,7,30,8.5,0.46,2.09,0.37,1
7532,18,Med,0,18,2.3,0.09,0.33,0.15,1
7533,28,SupInc,3,31,12.9,2.36,1.64,0.55,0
7534,36,Med,1,55,19.6,6.36,4.42,0.55,0
7535,18,Bas,0,20,3.9,0.37,0.41,0.23,1
7536,21,SupInc,0,23,3.9,0.31,0.59,0.21,1
7537,29,Med,0,33,5.8,0.58,1.34,0.23,1
7538,41,Bas,9,29,5.6,0.25,1.38,0.25,1
7539,43,Bas,4,26,12.9,1.53,1.82,0.63,1
7540,46,SupInc,2,56,2.3,0.41,0.87,0.06,1
7541,27,Med,1,25,0.6,0.03,0.12,0.03,1
7542,29,Posg,1,51,1.3,0.28,0.38,0.04,1
7543,36,SupCom,8,58,17.2,1.28,8.7,0.47,1
7544,21,Bas,4,15,7.3,0.05,1.04,0.56,1
7545,43,Med,7,53,3.7,0.85,1.11,0.11,1
7546,38,SupInc,3,34,3.9,0.86,0.46,0.15,1
7547,24,SupInc,2,22,5.6,0.08,1.15,0.31,1
7548,18,Med,0,12,8.2,0.15,0.83,0.77,0
7549,28,SupCom,0,60,0.5,0.08,0.22,0.01,1
7550,23,SupCom,0,30,12.2,2.25,1.41,0.53,0
7551,47,Med,8,49,18.4,1.58,7.44,0.56,1
7552,26,SupCom,0,103,14.3,8.54,6.19,0.28,0
7553,65,Med,0,57,6.2,1.68,1.86,0.17,1
7554,27,Med,6,42,9.1,2.19,1.64,0.31,0
7555,40,SupInc,18,84,6.2,0.94,4.27,0.14,1
7556,40,SupInc,10,38,6.1,0.92,1.4,0.22,1
7557,48,Med,17,81,30,11.64,12.66,0.67,0
7558,28,Posg,1,77,0.2,0.06,0.1,0,1
7559,63,Bas,17,103,12.3,3.47,9.2,0.24,1
7560,52,Bas,26,77,28.6,5.26,16.76,0.66,1
7561,45,SupInc,23,55,13.3,1.46,5.86,0.37,1
7562,24,Med,3,24,10.7,1.98,0.59,0.55,1
7563,21,SupInc,0,33,9.1,1.05,1.95,0.37,0
7564,26,SupCom,1,89,2.3,0.93,1.12,0.05,0
7565,41,Med,16,56,3.4,0.9,1.01,0.09,1
7566,33,Med,6,41,2.1,0.02,0.84,0.07,1
7567,53,Med,30,220,12.9,2.81,25.57,0.19,1
7568,23,Med,3,25,2.5,0.17,0.45,0.12,1
7569,39,Med,13,112,21.2,4.63,19.11,0.4,0
7570,53,Bas,17,59,0.5,0.03,0.26,0.01,1
7571,31,Med,11,47,26.9,3.51,9.13,0.84,1
7572,22,Med,3,45,11.1,1.85,3.15,0.36,1
7573,76,SupInc,12,53,6.2,1.28,2.01,0.18,1
7574,58,SupInc,18,54,4.2,0.82,1.45,0.12,1
7575,24,SupCom,0,63,26.9,7.19,9.76,0.7,0
7576,23,Bas,5,26,5.3,0.14,1.24,0.26,0
7577,19,Med,0,26,5.8,0.59,0.92,0.28,0
7578,29,Med,0,21,12.4,0.38,2.22,0.71,0
7579,43,Med,3,53,9.8,1.51,3.69,0.28,0
7580,26,Bas,6,46,9.8,0.34,4.17,0.31,1
7581,23,SupCom,0,62,3,0.56,1.3,0.08,0
7582,44,Bas,22,93,9,4.38,3.99,0.19,1
7583,51,SupInc,10,57,19.5,3.58,7.54,0.54,1
7584,64,Posg,34,116,14.7,5.05,12,0.27,1
7585,34,Med,9,62,8,0.4,4.56,0.21,1
7586,28,Med,3,22,11.5,0.87,1.66,0.64,1
7587,27,SupInc,3,68,24.9,5.23,11.7,0.62,0
7588,29,Med,6,27,6.3,0.13,1.57,0.3,1
7589,19,Bas,0,18,15.1,0.79,1.92,0.99,0
7590,20,SupInc,0,39,15,1.42,4.43,0.53,1
7591,32,SupCom,0,37,3.1,0.59,0.55,0.11,0
7592,46,Posg,11,136,4.9,3.27,3.39,0.09,0
7593,28,SupCom,5,112,9.9,0.93,10.16,0.19,1
7594,30,Bas,4,30,10.8,1.03,2.21,0.47,1
7595,29,Med,1,36,9.3,1.42,1.93,0.35,0
7596,42,Med,5,72,19.3,0.25,13.65,0.46,1
7597,30,Posg,1,33,7.4,0.63,1.81,0.3,1
7598,43,SupInc,21,101,9.7,4.76,5.04,0.19,0
7599,18,Med,0,17,11.9,0.17,1.86,0.82,0
7600,68,Bas,51,274,7,8.59,10.59,0.1,1
7601,61,Med,29,142,7.7,3.08,7.85,0.13,1
7602,42,SupCom,10,76,6.1,0.32,4.32,0.14,1
7603,28,Posg,0,50,8.6,0.28,4.02,0.26,1
7604,18,Med,0,14,5.5,0.46,0.31,0.45,1
7605,31,Med,3,24,12.9,0.74,2.36,0.67,0
7606,41,Med,16,56,3.4,0.9,1.01,0.09,1
7607,59,SupInc,11,55,10,1.4,4.1,0.28,1
7608,20,SupInc,0,22,10,0.88,1.32,0.55,1
7609,35,SupCom,0,144,3.2,1.52,3.09,0.05,0
7610,46,SupCom,1,58,7.6,0.33,4.08,0.21,1
7611,23,Med,4,22,3.8,0.08,0.76,0.21,1
7612,70,SupInc,48,165,14.8,0.56,23.86,0.24,1
7613,19,Med,0,28,11.7,0.82,2.45,0.53,1
7614,37,Bas,18,36,4.8,0.44,1.29,0.18,1
7615,49,SupCom,1,51,11.2,1.86,3.85,0.33,1
7616,18,Med,0,20,14.5,0.33,2.57,0.87,1
7617,19,Bas,3,22,10.9,0.47,1.93,0.6,1
7618,44,Med,15,59,18.3,5.85,4.95,0.49,0
7619,27,Posg,0,25,22.9,1.09,4.64,1.15,0
7620,19,Med,0,28,2.8,0.24,0.54,0.13,0
7621,23,SupInc,0,45,15.8,1.12,5.99,0.51,1
7622,59,Bas,33,308,6.7,7.39,13.25,0.09,1
7623,21,Med,0,21,6.3,0.83,0.49,0.36,0
7624,51,Bas,23,47,2.2,0.34,0.69,0.07,1
7625,18,Bas,0,20,3.9,0.37,0.41,0.23,1
7626,23,Med,3,25,2.5,0.17,0.45,0.12,1
7627,18,Med,0,22,3.4,0.37,0.38,0.19,0
7628,28,SupCom,5,30,7,0.46,1.64,0.3,1
7629,18,Med,0,28,2.4,0.22,0.45,0.11,0
7630,18,Med,0,30,7,0.81,1.29,0.3,0
7631,25,Med,2,26,10.3,0.86,1.82,0.5,1
7632,41,Med,9,77,7.5,3.11,2.67,0.17,1
7633,39,SupInc,10,45,25,1.77,9.48,0.81,1
7634,28,SupCom,4,30,13.8,0.68,3.46,0.6,1
7635,47,Med,6,75,15.2,2.93,8.47,0.35,1
7636,23,SupCom,0,24,26.9,0.4,6.06,1.39,0
7637,65,SupCom,29,189,5,3.36,6.09,0.08,1
7638,46,Bas,0,25,3,0.43,0.32,0.15,1
7639,36,Med,8,42,3.1,0.75,0.55,0.1,1
7640,18,Med,0,22,38.8,3.64,4.9,2.15,1
7641,46,Bas,4,67,3.4,0.76,1.52,0.08,1
7642,26,Bas,10,43,5.2,0.89,1.35,0.17,1
7643,30,Bas,12,35,5.7,1.34,0.66,0.22,1
7644,21,Med,3,15,11.8,0.42,1.35,0.9,0
7645,56,Bas,30,144,8.1,6.4,5.26,0.14,1
7646,32,SupCom,6,31,14.2,1.36,3.04,0.6,1
7647,20,SupInc,0,18,5.3,0.3,0.65,0.35,1
7648,19,Med,0,24,15.6,0.75,3,0.81,0
7649,41,SupInc,0,39,29.1,2.16,9.19,1.04,0
7650,19,Med,0,20,12.7,1.22,1.32,0.76,1
7651,20,SupInc,0,23,1,0.02,0.21,0.05,1
7652,55,Posg,11,88,12.9,5.11,6.24,0.28,1
7653,18,Med,0,21,21.8,1.44,3.14,1.26,0
7654,30,Posg,1,33,7.4,0.63,1.81,0.3,1
7655,38,SupCom,12,37,13.2,3.24,1.65,0.49,0
7656,21,SupInc,0,19,20.7,1.31,2.63,1.3,0
7657,41,Bas,3,23,10.6,0.15,2.29,0.57,0
7658,26,SupInc,0,31,3.1,0.1,0.86,0.13,0
7659,35,Med,6,32,7.6,0.82,1.61,0.31,1
7660,41,Med,13,50,14.2,3.72,3.38,0.43,0
7661,24,Bas,6,36,13.2,1.92,2.83,0.5,1
7662,28,SupCom,2,62,34.8,3.86,17.71,0.91,0
7663,28,SupCom,3,35,5.2,0.78,1.04,0.2,1
7664,28,SupInc,3,75,4.3,0.48,2.75,0.1,1
7665,18,Med,0,28,9.9,1.05,1.72,0.45,1
7666,42,SupInc,18,63,11.3,2.54,4.58,0.29,1
7667,40,SupCom,17,103,13.3,10.41,3.29,0.26,0
7668,40,Med,20,117,11.9,4.94,8.98,0.22,1
7669,38,SupCom,14,98,16.5,1.34,14.83,0.33,1
7670,21,Med,1,24,4.2,0.06,0.95,0.22,1
7671,20,SupInc,0,23,1,0.02,0.21,0.05,1
7672,32,SupCom,8,44,13.7,1.35,4.68,0.45,1
